gene,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63
Q13003,-5.7171774,-1.6402448,-0.6266832,-0.01797429,-0.07451429,-0.38008818,-0.28537524,-0.77373004,-0.33301115,-0.94805276,-0.47769147,-0.59312433,-1.2388942,-0.2868474,-1.2752174,0.60410446,-1.1453953,0.5421218,0.063183226,-0.062033202,0.38597748,-0.84542865,0.19878715,-0.6010494,-0.5697257,-0.20513478,-0.37215808,-0.020736786,-1.8484607,-0.96191525,-0.64306754,-1.1899679,-1.1344744,-0.8340708,-2.7009373,1.3962098,-0.6807378,3.6514518,2.3656797,0.6099116,-0.098658934,1.0930316,0.52446043,0.008709588,-0.0026795736,-0.005776576,0.018652707,-0.07324777,0.020098493,-0.07300162,-0.056857005,0.013994453,0.01681315,-0.066313244,0.0010633868,-0.02734279,0.17621389,-0.23420693,-0.08735715,0.02632702,0.002514284,-0.101963885,0.2835052,-0.24178296
Q13936,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833622,0.007811783,-0.52824724,0.03244593,-0.6696396,-0.6338017,-0.98311627,1.6299937,-0.31190985,-0.6771003,-0.14206378,0.019103955,0.48924145,0.8564778,0.6874569,-0.553904,-0.39554188,-0.244888,-0.030757157,0.17882915,-0.2622906,-0.12694918,-0.04728457,-0.2699254,-0.19062705,0.7029269,-0.5596913,-0.20553853,-0.022951135
Q14831,-5.7129965,-1.6363794,-0.6249154,-0.016847473,-0.06334593,-0.38288146,-0.2758376,-0.7691007,-0.33349136,-0.9360139,-0.47840342,-0.5854238,-1.2405372,-0.272325,-1.2664764,0.61691135,-1.1140034,0.50298154,0.055632647,-0.013082072,0.3473017,-0.8111389,0.2822802,-0.6106014,-0.5521124,-0.1257015,-0.42587876,0.052860424,-2.151859,-0.8299057,-0.45799625,-1.6753304,-1.4989651,1.655142,2.0083663,-0.49481392,0.18137193,0.0034974876,-0.20015499,-0.3232961,0.16188894,0.3106053,-0.19341186,-0.018530425,0.01121084,-0.10683813,0.20042957,-0.5588194,0.30672887,0.14346175,-0.1370082,-0.5020132,-1.4071147,-0.17759165,0.8883161,0.719828,-0.059455335,0.0053248378,-1.7123541,0.48103988,-0.9823048,0.26765785,4.056377,4.0590563
Q14832,-5.776156,-1.662748,-0.64320713,-0.018671032,-0.056896422,-0.4092078,-0.28512052,-0.82963455,-0.36098653,-1.0177138,-0.52681756,-0.64263046,-1.3798194,-0.30254042,-1.426393,0.7161607,-1.2795957,0.56715894,0.065972485,-0.0012233463,0.42267865,-1.0164052,0.4391159,-0.8144392,-0.74138844,-0.10566365,-0.7055462,0.09442566,-3.772893,-1.3528042,-0.808504,-3.7199569,-3.7421875,5.5542293,7.4223266,-1.9046978,0.6543113,0.41019273,0.25830582,-0.8143253,0.64769965,3.6139638,1.1968737,0.08528069,0.3064235,-0.50833446,0.6632359,-0.5531762,-0.1418044,0.09850444,0.0082726935,-1.1368695,-1.6790936,0.042464405,0.956801,0.9131524,-0.56379473,1.0977646,-0.46866316,-0.13322301,1.2091838,-0.8545187,-3.6325552,-4.5478435
Q15722,-5.945584,-1.7558662,-0.67097545,0.12173299,-0.055588137,-0.5655893,-0.43924913,-0.8991883,-0.4783227,-1.1267309,-0.62129736,-0.7472916,-2.119376,0.39689666,-1.8177322,0.6871259,-0.8448563,1.0358213,0.6247401,2.754976,-0.9344438,-2.1362948,1.3535581,-5.6285777,23.777246,-5.9052486,-3.1407819,-2.869701,7.3498755,-4.4077005,-0.014203974,1.5330637,-2.1052697,2.0927868,1.2382901,0.4782038,-0.004255271,2.7900355,0.35648862,-1.160595,-0.6784359,-2.35157,0.22868232,-1.497027,-0.89956254,1.6319598,3.215064,-0.0062093628,-0.7517003,-0.9080698,0.0006928053,0.49904397,-0.30684426,-0.24930333,-0.13412584,0.10378101,0.36155838,-0.55869997,-0.13029483,0.34868696,-0.34090748,0.13509218,0.65618205,-0.36086616
Q15822,-0.548372,0.14802657,5.2154536,-2.881354,2.794607,-0.8875309,6.5006604,-0.91387534,0.1683002,-0.55095214,-3.3408,-0.5144347,-2.4460409,2.867433,1.7957429,4.7044764,-0.78857607,-11.23589,-2.471334,0.28504494,-0.49585107,1.7977495,10.851057,-0.9523192,-1.5503949,3.5150568,-4.8219466,0.3767544,2.0116966,-0.76664144,0.1368949,0.2592642,-0.3731964,0.1043167,-0.3696409,-0.7394217,0.1427294,0.3352458,-0.19118428,-0.1112858,-0.043394096,-0.6075257,-0.019836558,-0.47314897,-0.41538936,-0.7739917,0.9133152,-0.91850746,0.6405261,0.2449438,-0.8691685,-1.6931906,-0.8720759,-0.2091323,0.056045018,-0.91699815,-0.07564603,-1.9301683,2.6635633,-0.6649258,-0.035002172,-0.033689447,-3.1756258,3.9460557
Q16099,-5.7459545,-1.652017,-0.6318566,-0.009512318,-0.07009064,-0.40185866,-0.29576573,-0.78907937,-0.35261717,-0.9492504,-0.49043193,-0.59645903,-1.3119221,-0.2540123,-1.3393811,0.6353044,-1.114872,0.5300333,0.040288758,0.090180926,0.30421135,-0.852304,0.28395116,-0.67600447,-0.5782447,-0.14527355,-0.45007637,0.2864161,-2.9807541,-0.88635343,-0.20059045,-2.3444204,-1.9515476,2.6699219,3.8699076,-0.8303493,0.4018382,-0.07898903,0.065942325,-0.94836116,0.28006455,1.3031441,1.1481309,0.32652485,-0.045401104,1.4943932,-0.5113522,2.8424547,-1.7630591,-2.0612655,-0.054831684,4.0301056,8.320128,-0.0328027,-4.383522,-3.7207537,1.8419354,-2.6396928,4.202584,-0.81384206,-0.099237055,0.25798142,-0.89737517,0.13456687
Q16445,-6.389446,-2.0187736,-0.7863237,0.2266094,-0.28249797,-1.4896638,-1.4007753,-3.1535716,-3.0392873,-5.55337,-1.874359,25.06319,10.690518,-1.8152475,3.3280764,-0.10177492,-0.15994683,-0.5216972,-0.080239244,-1.2038231,0.71012145,-0.16893274,-0.14189586,0.13785633,-0.25698948,-0.07345564,-0.07525921,-0.9369754,0.92978185,-0.70289516,-0.8181369,0.06262088,-0.9231554,0.4085498,-0.48383772,-0.10795326,0.28604174,0.34376374,-0.65178573,-0.21267106,0.090821296,0.39445543,-0.6688139,-0.5644729,0.09059108,-0.20081179,0.3229221,-0.8956405,0.06761803,0.09440423,0.061140127,-0.22830084,-0.15641052,-0.09813607,-0.010712704,-0.16551076,0.24650477,-0.21891136,0.32277894,-0.033613943,-0.18421996,0.11229853,-0.23810972,0.29809242
Q16478,-5.7897763,-1.6726254,-0.64737564,-0.01887124,-0.079287924,-0.40719607,-0.30690455,-0.8394179,-0.3629586,-1.0381846,-0.52526975,-0.655863,-1.3836867,-0.32351568,-1.4476192,0.6885421,-1.3260992,0.6428189,0.07632035,-0.07710492,0.4817129,-1.069681,0.25401366,-0.78297526,-0.75730693,-0.2744779,-0.5477885,-0.03156979,-2.9271863,-1.5497863,-1.113123,-2.1757257,-2.2849016,-1.8452685,-5.992549,3.7160656,-1.8764846,10.355096,7.4301853,2.1878898,-0.38343233,4.4111705,2.7460215,0.08199243,0.06179923,-0.092947714,-0.3961852,0.52859074,-0.11046588,0.34968925,0.27828372,-0.15165474,-0.030304829,0.2857923,-0.049896732,0.06397932,-0.39307868,0.50201714,0.17175457,-0.020246306,0.122517414,0.17072324,-0.39196858,0.2725667
Q16558,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833622,0.007811783,-0.52824724,0.03244593,-0.6696396,-0.6338017,-0.98311627,1.6299937,-0.31190985,-0.6771003,-0.14206378,0.019103955,0.48924145,0.8564778,0.6874569,-0.553904,-0.39554188,-0.244888,-0.030757157,0.17882915,-0.2622906,-0.12694918,-0.04728457,-0.2699254,-0.19062705,0.7029269,-0.5596913,-0.20553853,-0.022951135
Q8N4C6,-5.711491,-1.6376233,-0.6249041,-0.017891703,-0.0740487,-0.37737095,-0.2831843,-0.76681644,-0.3298029,-0.93822896,-0.4724259,-0.58603835,-1.2219541,-0.28240967,-1.2538948,0.5935188,-1.1215668,0.527836,0.06121675,-0.059584018,0.37028795,-0.80732274,0.18915892,-0.5677856,-0.5337027,-0.19162045,-0.33002037,-0.017847613,-1.5516497,-0.7953098,-0.4925394,-0.84670097,-0.6741546,-0.37608013,-1.2047676,0.0992616,0.011784819,-0.3505173,-0.97553885,-0.5591581,0.123387635,-1.6050507,-1.6245574,-0.08549614,-0.083248004,0.17084448,1.1927814,-2.3123603,0.6459905,-2.7996867,-3.851651,4.8844266,-1.4409832,7.3347793,-0.6192721,0.47445104,-2.403184,2.3511562,0.64456993,-0.044830844,0.47626248,0.49259624,-1.0168204,0.5906779
Q8TB61,-5.5176606,-1.6197753,-0.21508974,-0.15411405,-0.17099552,-0.3637722,-0.38304988,-0.7345977,-0.3610347,-0.72309077,-0.4685472,-0.546858,-1.1092277,-0.4606287,-1.5047843,0.34295788,-0.425203,0.2981719,0.2653482,-0.2352169,0.44330883,-0.769235,-0.024734644,-0.50844806,-0.40330574,0.056076214,-0.20223433,0.094123825,-1.0156986,-0.66729593,-0.5896372,-0.680157,-0.28011057,-0.44776416,-0.5159664,0.12578355,-0.018394932,-0.24679577,-0.1099386,-0.5395565,0.4901489,-0.6974506,-0.8261031,-0.14198226,-0.034971565,0.18651065,0.2657308,-0.2806451,0.13781545,-0.19974375,-0.22232361,0.18587455,0.12044446,-0.24989195,0.24629647,0.8436666,0.6054693,-0.57087314,0.18091504,-0.049567927,-0.15143673,-0.13718843,0.30478936,-0.24030948
Q92959,-6.3769326,-1.9584929,-0.8528725,-0.06477192,-0.10253229,-1.0631267,-0.6038158,-3.2589786,-1.772874,-6.6135535,-3.8364878,-13.73101,20.577484,0.9996584,4.9619946,-1.9446076,2.6227353,-0.09593329,0.15594396,0.14058925,-0.34889215,0.6282524,-0.026449498,0.260528,-0.08374613,-0.0942787,-0.12569638,0.44165444,0.45097485,-0.14144458,0.087113544,0.088583075,0.09041636,-0.08093595,0.21943848,0.07034914,-0.23076509,0.20513497,-0.12852676,-0.54819834,-0.26534274,-0.014329643,0.33110055,-0.030316498,-0.08098671,0.28278568,0.4327035,0.120139964,-0.23852472,-0.12511154,-0.09132426,-0.09514998,-0.20896365,0.011444241,-0.02932296,0.012799344,0.1467745,-0.2735389,-0.26396435,1.4961125,0.5016427,0.11486671,-0.0028629273,-0.09103625
Q969V1,-6.311749,-1.926326,-0.86922896,-0.07888337,-0.16618668,-0.81822705,-0.84349376,-2.209632,-1.1078894,-3.5297394,-2.0063095,-3.214558,-12.66991,-26.361681,26.324385,-7.2801123,4.961688,-0.61226755,-0.045051243,0.13321148,-0.4342052,0.77829885,-0.055987693,0.429771,0.29428098,-0.019413315,0.23509003,0.3171797,0.40754855,-0.11577879,0.3512471,0.21473686,0.05295952,0.06294801,0.004005509,-0.039560236,-0.05007267,-0.09099658,-0.04227046,-0.03797829,0.029691143,0.411585,0.115349434,-0.0503478,0.113979325,0.41389838,0.04224506,-0.21525376,0.067619525,-0.057013128,-0.07247243,-0.087973356,-0.037859775,-0.028417451,0.052286975,-0.061938476,0.13748708,0.0368393,0.0026182453,0.011456175,-0.04154007,-0.004004653,-0.08567654,0.110663846
Q96RJ0,-4.5960097,-1.7329677,-0.6915933,0.55345166,-0.381589,-0.4257386,0.56376255,-0.7528567,-0.25922394,-0.8321692,-1.1053057,-0.5474587,-1.3856084,0.27951643,-0.9694822,-0.31518763,-1.2914522,0.016979055,-1.5923828,-0.7150547,0.8372889,-1.2648824,-1.5387614,-0.64288735,-0.2714927,0.30871058,-0.06456091,-0.19225542,-1.2139262,-1.1435449,0.018311484,-0.50414354,-0.9233306,-0.59290606,-0.82077813,-0.052337844,0.012571142,-0.30453333,-0.95510197,-0.13022609,0.7617443,-0.6242411,-0.7038311,-0.87774014,-0.2956112,-0.3220173,0.29512382,0.81499475,0.5555476,-0.13584144,-1.2358217,0.56178546,-1.0028217,-0.9065357,-0.040368903,-0.9985749,3.3071449,1.1596322,-0.2576785,0.23415367,-1.6110085,0.2690538,0.6798378,-0.7297866
Q99571,-5.7382216,-1.6506748,-0.6331778,-0.012270613,-0.073952116,-0.3972574,-0.29918733,-0.7995442,-0.35054663,-0.9878549,-0.4950215,-0.62594473,-1.3509202,-0.29178467,-1.4255195,0.67450106,-1.3001444,0.7304309,0.10007227,-2.6899025,-2.1760056,0.5510818,-0.03381411,-0.1375512,-0.19701746,-0.10591319,-0.19997634,0.097169906,-1.1383688,-0.38726282,-0.1950855,-0.5551954,-0.285122,-0.32693863,-0.7519107,0.012402148,0.007708599,-0.27036214,-0.5296598,-0.4048535,-0.045838192,-0.99059916,-0.43646201,-0.11523172,-0.21922524,0.0109603675,0.32009938,-0.26847833,0.49771172,-0.03621384,-0.6210634,-0.0018801168,-0.13056271,-0.4761445,0.2670264,-0.35246274,0.6961945,-1.3073282,-1.0100231,-0.29650956,0.79439306,-2.253202,1.7755327,-2.7364578
Q99705,-6.282237,-1.9658954,-1.0788945,-0.22933273,-0.212666,-0.83348066,-1.1115485,-2.32721,-1.1989574,-3.7497668,-2.1104069,-3.426093,-13.528212,-28.238768,28.297873,-7.811214,5.3787856,-0.99932826,-0.08815868,0.08778593,-0.44607204,0.84185344,-0.17076671,0.46675453,0.38425976,0.1400628,0.112950034,-0.09076058,0.526036,0.3726647,0.019912183,0.16435412,0.14954455,0.04948947,0.2687173,0.0070203594,0.02922626,0.11404445,0.16815835,0.09588286,-0.0345621,-0.09730688,0.070644476,0.042320948,-0.079677716,-0.3186126,-0.06826801,0.2166419,-0.0633965,0.07846821,0.084860496,0.054423265,0.0274487,0.05236124,-0.048006173,0.056793045,-0.15221433,0.020608246,0.015155949,-0.0109008,0.05018396,0.020588318,0.034572456,-0.069276646
Q99720,-4.013548,-1.7982234,-0.89979047,0.7468899,-0.057180073,-0.3396242,0.11991483,-0.7284285,-0.25307712,-0.93225044,-0.7691447,-0.545626,-1.1135868,-0.39900237,-1.1580096,0.6204028,-1.2376871,1.4725198,0.93761003,-0.11790805,0.45155883,-0.9532835,-0.06365387,-0.68686044,-0.55814785,0.5855928,-1.7263315,-0.43742904,-0.9321075,0.41363412,-0.4032524,-0.30998483,-1.2311689,-0.49897778,-0.7101496,-0.035730693,0.16323805,0.07933592,-0.56385314,-0.7272644,-0.16719203,-1.3614651,-1.1096134,-0.2216204,-0.19578016,-0.40880963,-0.5748309,1.0921926,-0.5209295,-0.48809332,-0.7992905,-0.24301094,-0.5512565,-0.26514283,0.040696766,-0.76086134,2.9366367,1.7316363,0.0013511177,0.0043507824,1.2595172,-0.08211591,0.46830812,0.08895737
Q99732,-5.6909084,-1.6287458,-0.6195999,-0.011852499,-0.07401218,-0.37507433,-0.28143573,-0.7454858,-0.3279596,-0.8981481,-0.44894907,-0.56234014,-1.1960461,-0.24362853,-1.210643,0.5540743,-1.0152386,0.51982844,0.009367579,0.1619756,0.17922711,-0.628599,0.097613566,-0.49309367,-0.5367147,-0.109509595,-0.28898394,-0.078042015,-1.2548813,-0.7030574,-0.45280802,-0.69394505,-0.5117443,-0.26380154,-0.92029786,0.064011,0.06047765,-0.24345042,-0.6254936,-0.43100533,0.05208455,-1.1099807,-0.92484784,0.05571029,-0.023316436,0.38739833,0.12881735,-0.2906017,-0.39546418,-0.8095956,0.120713115,1.1206175,-0.64442724,-1.7617234,1.6225108,-0.65925866,-0.44294286,-0.5833139,0.56210023,0.07930183,-1.0781684,0.069704406,0.4941669,-1.0792983
Q9H3N8,4.2108407,0.024643188,7.4119945,-2.8819625,6.891772,-0.7885677,3.1540124,-0.9899717,-0.3749792,-1.0426875,-3.8019774,-0.5034006,-6.5338864,17.970293,14.104108,0.0046489593,-5.044979,-13.823772,4.7993336,-4.1300826,2.7551346,-2.3774507,-12.622506,0.81085515,-2.6909943,-2.5896904,-2.2999847,1.7233366,4.6623125,-5.947452,-1.2409625,0.14530921,-0.89407206,3.039529,-1.0654352,-0.66201484,1.0276358,1.7990952,0.24211752,-1.3196386,-0.79245144,-0.88613474,-1.9373777,-0.020434191,0.3534703,0.89776164,-1.3142428,-2.8570004,1.0897874,-2.962662,-2.0359507,-0.27374002,4.9777246,-1.3576429,3.419789,0.13724819,0.052927643,-0.7969853,-4.155597,-1.5196979,0.5256952,-4.3039737,-1.6138316,1.3961146
Q9NPB8,-5.6909084,-1.6287458,-0.6195999,-0.011852499,-0.07401218,-0.37507433,-0.28143573,-0.7454858,-0.3279596,-0.8981481,-0.44894907,-0.56234014,-1.1960461,-0.24362853,-1.210643,0.5540743,-1.0152386,0.51982844,0.009367579,0.1619756,0.17922711,-0.628599,0.097613566,-0.49309367,-0.5367147,-0.109509595,-0.28898394,-0.078042015,-1.2548813,-0.7030574,-0.45280802,-0.69394505,-0.5117443,-0.26380154,-0.92029786,0.064011,0.06047765,-0.24345042,-0.6254936,-0.43100533,0.05208455,-1.1099807,-0.92484784,0.05571029,-0.023316436,0.38739833,0.12881735,-0.2906017,-0.39546418,-0.8095956,0.120713115,1.1206175,-0.64442724,-1.7617234,1.6225108,-0.65925866,-0.44294286,-0.5833139,0.56210023,0.07930183,-1.0781684,0.069704406,0.4941669,-1.0792983
Q9NPC1,-5.2917023,-1.8671858,-0.2457159,1.444395,0.21833852,-1.0307866,-0.8085635,-0.12328038,-0.54551125,-0.17474641,-0.2709265,-0.24786869,-2.6294992,2.679782,-0.9568056,-0.15943098,1.8000993,0.75482833,1.0284282,4.7069545,-2.417602,-1.2511033,1.3495523,-5.5719705,26.01175,-5.7319155,-1.4398776,-1.111484,4.328725,-0.48961398,0.6833226,0.93592036,0.5948854,0.06630719,0.7362992,-0.16355892,-0.007112432,-0.31201667,0.39560896,0.373785,0.00095635,1.0331135,0.76764184,0.4400002,0.19278783,-0.61980176,-1.3271224,0.36756477,0.40731236,0.68651587,0.01695852,-0.40537307,0.012691804,0.2991174,0.050681744,-0.06590284,-0.52300197,0.8252169,0.24082819,-1.6433125,0.06872005,-0.22638984,-0.27896932,0.18181622
Q9NS75,-5.7054963,-1.636527,-0.62004435,-0.002213496,-0.071680084,-0.38417146,-0.289806,-0.7580978,-0.33261222,-0.9272756,-0.48098052,-0.5798563,-1.2598398,-0.19469307,-1.2352086,0.5681183,-1.0552804,0.5404059,0.12897451,0.18757156,0.23255211,-0.8635557,0.3096977,-0.975852,1.6786764,-0.6157847,-0.41938418,-0.31555638,-0.65961504,-0.88234067,-0.5424335,-0.59444195,-0.57740384,-0.2567175,-0.8740799,0.06951392,0.009881762,-0.5153174,-0.6641057,0.07412585,0.38500273,-0.1396199,-1.4248934,0.60057867,0.6010046,-0.64962596,-1.4693531,-0.8614745,0.19014935,-0.21368307,-0.026586832,0.17637429,0.56657684,-0.345675,0.14182615,-0.03420866,0.7942671,-1.3195207,-0.4915358,5.0487123,0.77101076,0.49404374,-1.024424,0.5015918
Q9UBL9,-6.0615144,-1.7988492,-0.7337506,-0.018923534,-0.10153096,-0.5548477,-0.42734343,-1.2162472,-0.5455782,-1.5957004,-0.8256041,-1.0794215,-2.4840155,-0.6009365,-2.9904423,1.471284,-3.3232005,2.4042823,0.4392106,-22.249258,-20.211275,9.866095,-1.401804,2.61116,1.6553441,0.61389923,0.41421133,-0.06825939,1.4628805,0.57257956,0.2522195,0.46938512,0.24227133,0.16784683,0.439958,-0.015194449,-0.0033417747,0.1061888,0.21668059,0.13301417,0.00011758306,0.31844184,0.17619954,0.022059672,0.036277916,-0.00664391,-0.06387782,0.0634555,-0.065974176,0.024627142,0.08670823,-0.00857877,0.011647962,0.066765904,-0.029022986,0.03772197,-0.089305446,0.14881097,0.09637875,0.023691617,-0.055128124,0.19001423,-0.16094534,0.21960525
Q9Y271,-5.5614057,-1.7033134,-0.37097168,0.43806505,-0.10728297,-0.435332,-0.37024498,-0.8180295,-0.35953844,-1.0135459,-1.0133569,-0.5891005,-1.7361013,0.71099037,-0.82779455,0.29797825,-1.2687336,0.57664734,0.7669835,0.62562877,0.048193395,-1.0629299,1.0788596,-1.8474772,5.1241484,-0.37811238,0.736487,-0.99152976,-1.267395,0.041622534,-1.9270332,-1.3508507,-0.034848776,-1.3139124,-1.7856628,-0.1105698,0.023805711,-3.004587,-1.119269,1.9994218,1.7690725,3.332985,-3.3704636,2.7207127,2.3529694,-2.6121588,-5.5973024,-1.4932237,0.46304196,0.22251694,0.4122172,0.040087473,1.2946835,-0.19503206,0.20173278,0.04528592,0.7918468,-1.4297148,-0.5014708,8.074229,1.5013272,1.0021914,-2.209507,1.137502
Q9Y345,-5.268629,-1.4840075,-0.86383307,0.16552359,-0.1164571,-0.40502653,-0.05236715,-0.7296232,-0.35664248,-0.86303097,-0.16649847,-0.53905725,-1.2071358,-0.03903203,-1.08471,0.21401088,-0.9741838,0.78024304,-0.27784708,0.48459205,-0.07837809,-0.4132988,0.023897532,-0.46572277,-0.5966181,0.212507,-0.34397155,-0.36027914,-0.9307971,-0.72689503,-0.45570225,-0.59381056,-0.32479972,-0.08156461,-1.007097,-0.53612906,0.5126279,-0.15404269,-0.27492687,-0.8931456,-0.7221454,-0.64124626,-0.6845328,-0.3571406,-0.33992308,-0.18300775,-0.18415377,-0.13755819,0.26335508,0.21108076,0.2856624,0.54833484,-0.21240647,-0.40815824,0.028352024,-0.01618449,-0.10908418,-0.3832556,-0.011984864,0.05306858,-0.070436195,-0.048244797,0.43864697,-0.5812997
Q9Y587,-4.7552023,-1.5315588,-0.7161865,1.0742812,0.18930882,-0.8385116,-0.33644667,0.09692674,-0.40883243,0.18124352,0.73954517,0.04128347,-1.5209197,1.3960009,-0.7566035,-0.34503636,1.8316503,0.55787146,-0.48597264,2.2850907,-1.4973572,0.5125252,-0.6329985,-0.055082936,0.45174158,-0.36127758,-0.09817371,1.704028,-2.554584,1.7866297,1.5561526,-0.29493663,1.5630051,-0.80275327,-0.5453801,-0.9864622,0.5584312,-0.50660396,0.22984356,-1.3755193,-1.4747884,-0.9635029,1.5307195,-0.67292255,-1.0220815,-0.38356733,-0.38869336,0.64027643,1.0771143,1.1338174,-0.0594548,0.09470237,-0.49748105,-0.26359242,0.16996898,-0.23197815,-0.5602247,-0.03414455,-0.13071431,-0.14660034,0.768478,-0.4407901,-0.09919863,-0.39670056
Q9Y5N1,-3.3495533,-1.907079,1.7734652,0.52607524,5.052497,-1.1837962,-0.6282216,-0.078734875,-0.8164007,-0.14607415,-0.6966913,0.16683322,-6.6605425,17.816572,12.136688,-3.584677,-2.1304567,-8.757969,9.515642,-1.7083107,1.2504543,-2.633833,-20.389505,1.1988773,-2.0279312,-6.1814227,-2.942377,8.118121,2.1409316,-6.2651224,2.8781369,-0.32876006,1.6742426,-0.87620354,2.3780107,1.3281882,-2.159102,-0.3162364,-0.13113329,0.8904415,-0.42417923,-1.0584413,1.0450758,0.9842448,0.22379558,-1.8364869,-1.1070125,1.6653507,-0.05398597,3.2861514,1.8976845,0.15668936,-3.775766,1.1989352,-2.9476273,-0.08231383,-0.3365724,0.4780393,3.6242335,1.3451816,-1.1649132,3.6849651,0.7061286,-0.95894873
Q9Y5X5,-5.678614,-1.6260557,-0.6142597,-0.013469659,-0.08104217,-0.4269196,-0.299813,-0.052319575,-0.24318962,-0.85213387,-0.4359179,-0.5311741,-1.0528376,-0.28195903,-1.1046149,0.5308707,-1.017409,0.45002124,0.053122465,-0.049056895,0.30894986,-0.66872007,0.15353423,-0.4608981,-0.41908723,-0.16129123,-0.24028972,0.0637802,-1.1911973,-0.4431683,-0.19645801,-0.53138095,-0.111611865,-0.39591193,-0.53566617,-0.7474656,-0.15286186,0.7001413,-0.9222857,-0.13186432,0.2898439,-0.65770507,-1.1075513,-0.07865463,0.37243247,-0.027746594,0.3124869,-0.39878348,-0.06753991,-0.35168654,-0.14416784,0.20336905,0.059533834,-0.2687882,0.032076806,-0.018518355,0.40769187,-0.58282864,-0.28330055,-0.06345142,-0.1677714,0.02866158,0.38757998,-0.2772221
Ret proto-oncogene,-5.852231,-1.7015606,-0.6672313,-0.019812377,-0.084695555,-0.4391098,-0.33280873,-0.9225832,-0.40191373,-1.158704,-0.59046584,-0.74476445,-1.6016749,-0.38217276,-1.734922,0.8329264,-1.668489,0.86807626,0.110076435,-0.12633711,0.80584615,-1.9355059,0.49031454,-1.7569044,-2.093532,-0.8249259,2.5380158,0.061604653,3.458411,1.5037147,0.55396825,0.7127929,0.38002023,0.15569499,0.49449992,-0.025602782,-0.0028216864,0.07894694,0.18004382,0.08234483,-0.016295554,0.19820303,0.14528616,0.00465501,0.0031789213,-0.0048257173,-0.018398477,0.021261426,-0.0040609683,0.011610854,0.008094187,-0.0046295286,-0.00018435152,0.0057389624,-0.0011896112,0.00072683406,-0.0010697703,-0.002912828,-0.001976945,0.0004134158,-0.0031041917,-0.005938091,0.012311929,-0.011075736
